Sofia Sparrow Reyes|5895 5455 5700 6797|08/10|07/14|096|
Restituta Moreno Mas|3143 7595 7573 9936|03/10|03/13|606|
Benjamin Narvaez Garau|8206 7390 6387 2171|10/09|02/14|585|
Restituta Lopez Ribera|7077 9446 3200 9548|11/10|02/14|826|
Randall Argudo Coll|5258 9071 4493 1007|11/10|07/13|196|
Alberto Mojamuto Lobo|8731 5530 0446 3110|04/09|03/13|302|
Camilo Dans Cozar|8905 8843 3004 1387|04/09|09/14|133|
Clodoveo Avila Argudo|8208 0380 2718 1837|06/09|03/13|181|
Irene Sparrow Avila|8950 8499 2504 2300|11/10|01/13|574|
Jose Torres Martinez|3923 4930 1929 4824|05/10|06/14|942|
Hugo Gracia Mojamuto|7553 0664 1691 5062|09/10|01/13|710|
Sofia Marques Gracia|4589 5977 9392 4039|08/09|09/14|158|
Emiliano Vallejo Pomares|7964 9801 8062 7897|10/09|05/13|524|
Luis Gibson Gonzalez|1107 3407 1585 5402|06/10|11/14|859|
Luisa Vallejo Martinez|7414 2239 7332 5098|10/10|02/14|548|
Armando Locke Vallejo|8979 4043 2880 9885|07/10|09/13|728|
Benjamin Gibson Dominguez|1094 5134 1873 0912|02/09|04/14|169|
Pedro Gibson Locke|6756 4654 9171 4406|10/10|05/13|868|
Kate Lobo Reyes|3660 9062 2798 1743|04/09|09/14|207|
Blas Reyes Avila|5809 0908 5848 1344|03/10|07/13|846|
Camilo Ribas Gibson|7855 7741 1283 2994|08/10|10/14|497|
Hugo Punset Narvaez|9466 0379 5112 4030|08/09|04/13|758|
Petra Narvaez Sparrow|3100 7507 0839 4044|09/10|05/13|392|
Gonzalo Gonzalez Marques|5691 7434 7794 9898|05/09|03/14|288|
Francisco Argudo Martinez|7211 8555 7631 4251|06/10|02/14|136|
Pedro Dans Reyes|7665 0661 4130 0577|01/10|04/13|637|
Petra Mojamuto Gibson|6611 0642 3996 1509|08/09|01/13|149|
Restituta Moreno Punset|9766 3812 0160 4212|05/10|03/14|891|
Alberto Coll Locke|4316 4216 3063 8058|10/10|08/14|651|
Gonzalo Moss Vallejo|2910 7162 8419 8644|08/10|04/14|527|
Hugo Avila Marques|8786 9363 3196 9832|11/09|01/13|465|
Kate Martinez Ribera|1824 3334 3171 7015|01/09|07/14|781|
Gabriel Vallejo Avila|0308 4521 1642 0628|10/09|09/14|014|
Luis Mojamuto Poza|3325 1384 7220 4168|07/09|03/14|026|
Francisco Punset Padro|9940 8585 5495 5330|05/09|11/14|152|
Armando Morales Garau|8143 7976 8385 9029|01/09|02/14|494|
Sofia Gonzalez Ribas|8518 5534 1328 9720|09/10|06/14|534|
Gonzalo San Martin Moreno|4515 5144 4185 9731|02/10|06/13|287|
Petra Marques Lobo|5965 0134 1182 5279|06/09|07/14|873|
Jack Linus Linus|3976 9306 9350 9915|08/10|03/13|847|
Francisco Punset Sparrow|5722 4753 6029 3607|04/09|05/13|733|
Blas Locke Lobo|4216 3938 7169 8301|05/10|02/13|288|
Alfredo Sparrow Marques|3216 2949 4901 9575|01/09|01/14|902|
Benjamin San Martin Marques|5286 0566 7635 4643|08/09|09/13|409|
Francisco Argudo Moreno|7186 7103 8889 2494|05/10|07/14|782|
Pedro Lopez Reyes|9502 3111 2252 5998|09/10|06/14|347|
Luisa Gonzalez Argudo|5574 3877 9530 0177|07/10|02/13|839|
Alberto Sparrow Narvaez|0479 0055 0425 6792|03/09|08/14|557|
Armando Poza Punset|9482 4126 5224 8945|10/09|11/14|184|
Jack Poza Coll|9310 1805 6048 4180|04/10|06/14|042|
Eva Torres Pomares|0098 6097 1021 7231|09/09|01/13|783|
Jack Vallejo Pelaez|5555 5733 8115 0600|07/10|04/13|601|
Luisa Gracia Coll|3802 0596 1484 0239|10/09|06/13|337|
Gonzalo Linus Sparrow|8571 7517 4258 7222|01/10|01/14|334|
Kate Moss Reyes|6667 0848 3845 1927|02/09|11/14|061|
Irene Locke Locke|6166 3398 8314 4402|07/10|02/14|514|
Camilo Martinez Poza|9968 0569 1797 0148|05/10|07/13|185|
Jack Mojamuto Garau|7545 7785 8680 9490|01/09|03/13|605|
Sofia Dominguez Padro|5996 3219 9583 1161|10/10|04/13|173|
Luis Poza Narvaez|7273 9201 5509 1858|03/10|08/14|342|
Gonzalo Lopez Sparrow|0882 5285 5781 9732|03/10|11/14|256|
Randall Reyes Reyes|1010 1158 6152 6370|04/10|01/13|920|
Petra Linus Ribera|3791 3283 1504 0343|04/10|08/14|510|
Restituta Poza Pelaez|4916 6077 8579 0717|11/09|05/13|532|
Pedro Sparrow Vallejo|1275 3134 4376 6760|07/09|09/13|575|
Restituta Morales Mas|8717 8450 5836 9041|06/09|03/14|293|
Benjamin Locke Linus|7146 3518 4745 8091|06/10|03/13|099|
Armando Ribera Gibson|5756 6100 1894 1028|04/09|06/13|424|
Alberto Dominguez Dans|5431 6148 4764 0361|09/10|03/14|684|
Camilo Martinez Ribas|9353 6114 1629 7000|11/09|10/14|497|
Randall Linus Moreno|2807 1849 6490 1268|04/10|03/14|696|
Jack Sparrow Avila|4695 2787 9187 2179|10/09|11/14|994|
Blas Lobo Coll|1347 2376 5618 3373|10/09|06/13|944|
Kate Poza Punset|2334 2695 5134 4942|04/09|03/14|756|
Sofia Lobo Morales|4511 1513 2693 5905|08/10|01/13|287|
Irene San Martin Dans|9113 0382 7128 6172|08/10|03/13|262|
Jack San Martin Gracia|4897 7077 0502 8889|07/09|03/13|570|
Petra Coll Argudo|2675 6048 7336 0916|08/10|04/13|705|
Clodoveo Mas Gonzalez|8060 3004 1037 8020|06/09|04/14|292|
Alberto Coll Mas|2075 7981 2133 8730|04/09|07/13|937|
Benjamin Ribas Gibson|8679 4853 1041 6856|08/10|01/14|154|
Emiliano Dans Garau|3136 2027 4046 1262|05/10|05/13|263|
Francisco Coll Poza|9316 0234 3139 8554|05/09|10/13|197|
Margarita Garau Cozar|7646 5668 8911 2180|06/09|05/13|660|
Gabriel Ribera Sparrow|9313 8045 2589 9808|03/10|08/14|717|
Eva Lopez Mojamuto|7632 4490 5616 9301|01/10|10/13|658|
Eva Argudo Lobo|3664 4927 5778 9559|10/09|07/14|960|
Kate Gibson Gonzalez|3630 2186 4522 9777|03/09|11/13|049|
Sofia Sparrow Morales|1419 3599 9639 1974|10/09|04/14|250|
Jack Dominguez Pomares|5598 5407 4912 5109|05/09|03/14|300|
Kate Garau Lopez|3225 2528 7357 5989|03/09|05/14|760|
Sofia Ribas Dominguez|6374 5935 9802 1858|03/10|01/13|059|
Jack Locke Narvaez|9209 8987 2929 1359|06/10|08/14|468|
Jose Dominguez Ribera|0366 2340 0357 4889|07/09|08/14|072|
Hugo Gracia Moreno|8713 3824 7788 0040|02/09|11/13|379|
Enjuto Locke Pelaez|2102 8091 4741 6996|08/09|04/14|473|
Alberto Punset Mas|3421 5279 0710 5911|07/09|04/14|361|
Kate Marques Lopez|5009 6369 8546 4157|02/10|09/14|207|
Jack Locke Sparrow|2096 6985 6279 7718|07/09|07/13|173|
Blas Ribera Poza|7519 7560 0191 6918|09/09|03/13|972|
Restituta Sparrow Punset|4103 1101 6619 2479|04/09|04/13|935|
Irene Argudo San Martin|3950 9861 4001 5325|07/09|03/13|323|
Luis Lobo Narvaez|7471 1630 0375 6288|03/10|10/13|891|
Armando Cozar Dominguez|9052 6771 5196 2795|05/10|04/13|277|
Kate Reyes Poza|3915 0834 1636 5214|09/09|07/13|372|
Luisa Vallejo Dans|8534 1015 4148 0323|01/09|08/14|191|
Clodoveo Coll Ribera|1181 6506 1278 3875|04/10|09/13|717|
Benjamin Moreno Poza|7994 4283 2846 6881|02/09|11/14|761|
Benjamin Narvaez Punset|3389 6184 1401 8822|07/10|01/13|818|
Petra Lobo Punset|3888 9103 6158 6433|08/09|10/14|225|
Randall Reyes Ribera|2386 2710 4251 7722|07/09|11/14|822|
Emiliano Pelaez Coll|1178 5053 8221 9878|03/09|05/14|988|
Camilo Pelaez Gonzalez|7278 4161 6257 1874|04/09|01/14|442|
Luisa Garau Locke|6521 5344 6587 3644|01/09|04/14|511|
Jose Torres Sparrow|4395 0829 9747 5573|03/09|05/13|822|
Luis Cozar Poza|2949 0672 5103 7162|08/09|11/14|868|
Restituta Marques Torres|8446 8326 2234 5633|07/09|10/13|022|
Enjuto Poza Lopez|3611 5486 5530 5693|07/09|11/13|734|
Irene Poza Narvaez|4566 8211 1917 4594|04/10|08/13|797|
Gonzalo Poza Martinez|1109 6682 4159 0885|10/09|04/14|135|
Francisco Pomares Mas|3538 0701 2089 7828|04/09|08/13|842|
Petra Marques Narvaez|2958 8592 4662 0761|11/09|06/14|072|
Alfredo Marques Lobo|8475 4169 3833 7062|06/10|09/13|294|
Camilo Narvaez Ribera|7211 1807 6695 5654|04/09|07/13|528|
Jose Padro Garau|6355 7240 0810 3832|11/10|08/13|219|
Clodoveo Reyes Pelaez|5107 2936 4220 3992|02/09|09/13|301|
Gabriel Moreno Punset|4593 5354 0758 5337|10/10|02/14|992|
Hugo Gracia Gibson|9161 6225 2451 5189|10/09|10/13|532|
Eva Ribera Padro|2824 8479 4666 4377|07/10|03/13|612|
Camilo Morales Coll|1298 5131 0129 1654|11/09|06/14|048|
Emiliano San Martin Lopez|0377 4369 8832 7859|02/09|05/13|615|
Benjamin Sparrow Marques|0011 5348 6596 5232|08/09|11/14|924|
Enjuto Morales Poza|4625 9815 9802 5579|07/10|09/13|217|
Blas Moss Narvaez|5552 9929 2784 2013|07/09|03/14|088|
Sofia Lopez Padro|9601 1256 4563 5639|10/10|03/14|946|
Sofia Reyes Locke|2237 0097 5538 2287|04/10|02/14|340|
Camilo Cozar Marques|5779 1013 8184 3787|05/09|02/13|917|
Petra Poza Martinez|0198 5777 9037 4513|11/10|02/14|039|
Enjuto Pelaez Mas|0462 2476 6229 4764|08/10|11/14|767|
Restituta Cozar Lopez|9035 4675 3972 7268|06/09|08/14|446|
Petra Lobo Moss|5253 7541 1835 5788|05/09|07/13|970|
Armando Punset Morales|6203 9990 1659 0945|11/10|05/14|801|
Hugo Gonzalez Martinez|5121 9634 4356 1098|02/10|04/14|607|
Alfredo Padro Argudo|3298 8063 0548 5446|07/10|08/14|706|
Luisa Mojamuto Dans|9338 6607 9949 4459|08/10|01/13|536|
Alberto Gonzalez Garau|4796 0585 8363 7507|05/10|04/13|295|
Clodoveo San Martin Padro|6056 7001 7532 9106|02/10|03/13|439|
Irene Morales Pelaez|6148 7246 4217 0511|02/09|01/13|179|
Francisco Lopez Avila|5072 0519 0171 6581|03/09|09/13|452|
Alfredo Ribas Punset|7904 2364 0612 5146|04/10|05/14|794|
Emiliano Mas Gracia|1648 9155 6479 8185|09/10|11/14|328|
Francisco Martinez Vallejo|1013 0120 8630 0322|01/09|04/13|347|
Sofia Padro Martinez|1878 2390 8099 0317|02/09|04/13|765|
Pedro Martinez Garau|6111 2693 5487 8632|10/09|07/14|593|
Francisco Marques Ribas|4815 9961 4586 2664|01/10|03/13|419|
Francisco Sparrow Gibson|6567 4753 2853 2906|02/09|06/13|008|
Restituta Lobo Reyes|7333 7656 8803 0490|11/09|08/14|869|
Blas Punset Lopez|3598 3916 5154 3762|07/10|10/13|549|
Irene Morales Lopez|1260 9892 5638 5678|01/10|06/14|576|
Alberto Pomares Moss|4243 6908 8481 9414|05/10|06/14|964|
Camilo Pomares Punset|9042 1950 8088 7641|06/10|06/13|618|
Petra Narvaez Linus|6360 6850 9671 5773|07/09|09/14|754|
Armando Lobo Punset|0306 4069 7941 8014|02/09|09/14|514|
Benjamin Torres Avila|1954 7633 9300 3594|03/10|11/14|630|
Eva Gibson Garau|0804 0219 0090 5358|09/10|08/13|231|
Blas Moss Reyes|8700 6343 5155 1161|10/09|08/13|061|
Restituta Mojamuto San Martin|4529 0304 2495 3575|03/10|02/13|485|
Pedro Dans Gibson|3124 1139 8590 1300|07/09|08/13|517|
Francisco Narvaez Argudo|1448 5043 7564 4990|10/10|06/14|214|
Gonzalo Martinez Punset|1542 6901 0829 9322|10/09|02/13|145|
Sofia Lopez Ribas|3303 4464 9242 1729|10/09|05/13|813|
Kate Marques Moreno|1234 4810 2621 8233|02/10|11/13|873|
Eva Morales Linus|9685 0987 0605 9565|11/09|11/13|109|
Margarita Pomares Avila|8840 3832 5087 3283|11/10|07/14|127|
Luisa Reyes Gonzalez|8008 7331 8998 7788|06/10|07/14|717|
Petra Pelaez Garau|9159 0889 0382 1499|04/10|11/13|990|
John Lobo Reyes|6032 4266 7143 6802|07/10|07/13|340|
Benjamin Dans Martinez|1954 1521 6358 5856|01/09|04/14|134|
Sofia Cozar Narvaez|1552 4836 8132 2955|01/10|02/14|645|
Jack Dominguez Cozar|9961 7751 6324 9105|07/09|11/14|096|
John Reyes Mas|8966 0467 7273 3475|06/10|02/13|857|
Eva Torres Punset|2655 9458 0338 0948|08/10|07/13|550|
Emiliano Vallejo Moreno|6313 2170 7347 8087|06/09|05/13|994|
Blas Gonzalez Mojamuto|4655 7610 8082 4177|10/09|08/13|651|
Eva Narvaez Narvaez|6616 5722 1439 6253|07/09|03/14|029|
Sofia Dans Linus|7588 1065 1783 8790|05/10|07/13|031|
Jose Reyes Punset|1239 2187 4280 9166|03/10|08/13|089|
Sofia Narvaez Locke|8363 6451 3402 1850|09/09|09/13|101|
Clodoveo Morales Mojamuto|7216 1395 7717 3470|05/09|10/14|912|
Camilo Pomares Punset|8529 4784 8051 2336|11/10|11/13|708|
Blas Cozar Punset|4232 3024 9016 0840|07/09|04/13|244|
Jack Locke Martinez|6816 5984 9662 7431|03/09|09/14|253|
Pedro Vallejo Torres|4962 6812 3393 7217|09/09|05/14|155|
Gonzalo Ribera Padro|3463 6934 4322 4070|01/10|11/14|573|
Blas Dans Sparrow|2096 4432 4218 0070|02/09|09/13|403|
Pedro San Martin Pelaez|4283 5123 0984 3663|04/10|01/13|526|
Irene Coll Gonzalez|5789 3221 3188 0820|07/09|02/13|612|
Enjuto Lopez Mas|8130 5349 7426 8030|08/09|11/14|473|
Margarita Reyes Pelaez|3327 7397 9197 0340|08/09|02/14|899|
Randall Dans Lopez|1611 1681 2206 5479|02/09|08/14|738|
Margarita San Martin Pelaez|8417 2081 0454 6807|04/10|03/13|742|
Francisco Pelaez Mas|4280 5100 7694 4638|02/09|03/14|109|
Alfredo Punset Moss|2244 0276 7571 4475|09/09|07/14|481|
Enjuto Gonzalez Cozar|0212 0553 3955 4877|11/10|01/14|101|
Jose Martinez Pelaez|5996 1477 3862 6631|06/09|11/13|378|
Hugo Ribera Garau|8078 4887 4816 6076|07/10|11/14|761|
Armando Lopez Ribera|0145 4783 3246 1260|01/10|03/13|244|
Luisa Pelaez Argudo|2263 6739 4595 3830|02/10|08/14|468|
Alfredo Lobo Mas|2321 7199 5270 0172|03/09|03/13|835|
Gabriel Mojamuto Lobo|2900 9531 3109 9193|03/09|06/14|902|
Emiliano Narvaez Dans|0305 6382 4158 4420|06/09|03/14|548|
Kate Punset Mojamuto|9642 0904 6473 7752|03/10|10/13|639|
Francisco Dans Lopez|4371 8202 9779 1964|05/09|11/13|976|
Irene Sparrow Mojamuto|4167 4340 6975 8891|07/10|07/13|888|
John Mas Dans|3254 2449 8244 3398|07/09|11/13|014|
Luis Gibson Punset|1873 6294 6789 9309|09/10|03/13|770|
Jack Argudo Padro|1728 9480 7186 1442|05/10|06/14|524|
Camilo Padro Reyes|6766 8731 2094 8137|04/09|01/13|697|
Gonzalo Morales Gibson|2410 1302 2255 8372|04/10|08/14|542|
Gonzalo San Martin Punset|1914 5312 1248 9412|11/09|11/14|366|
Armando Linus Ribas|4854 4165 0102 4642|11/09|11/13|805|
Clodoveo Garau Ribera|3788 5230 8814 1893|07/09|02/14|659|
Randall Marques Dans|1473 9611 6762 9511|09/10|05/14|936|
Camilo Gonzalez Narvaez|6195 4569 4724 4430|03/10|08/13|393|
Kate Narvaez Argudo|1104 0517 7448 6794|06/09|11/14|984|
Pedro Cozar Moreno|2779 7421 8273 4352|01/09|05/13|267|
Alfredo Coll Morales|1084 2978 9615 7080|10/09|05/14|226|
Benjamin Reyes Gonzalez|6592 6104 1562 3976|11/10|06/14|981|
Irene Pomares Gibson|0284 4714 9966 4714|11/09|09/14|555|
Clodoveo Gonzalez Punset|9232 6028 7106 8006|08/09|04/14|178|
Luis Mas Dans|6415 0768 7894 6104|05/10|04/14|813|
Alberto Lopez Marques|6647 3728 9871 9712|05/09|01/13|702|
Benjamin Sparrow Poza|3636 7612 0335 9829|03/09|01/14|207|
Pedro Punset Mojamuto|6387 1102 7771 4214|02/10|01/13|641|
Kate Dans Gonzalez|3188 1195 0949 4630|02/10|09/14|607|
Pedro Marques Martinez|9123 5229 5332 9570|06/09|08/14|122|
Emiliano Pelaez Reyes|2413 2127 9788 2292|05/10|09/13|253|
Jack Martinez Marques|1983 1814 4838 5850|05/09|04/13|164|
Kate Garau Ribas|0700 4915 3310 4843|06/09|07/14|292|
Gabriel Coll Vallejo|8836 3468 5602 0832|11/10|08/14|788|
Pedro Morales Poza|6564 6136 9474 3225|01/10|02/14|123|
Francisco Moreno Gibson|2809 5102 8616 2717|10/10|06/14|301|
Restituta Poza Mas|4522 0374 5451 0608|11/09|11/13|967|
Clodoveo Lopez Cozar|1976 6820 8962 8711|08/09|04/14|865|
Gabriel Dominguez Argudo|3568 4400 7214 7271|04/09|09/13|795|
Luisa Reyes Torres|0785 4010 4647 3396|05/10|05/13|130|
Alberto Cozar Avila|0172 2890 9038 8166|10/10|02/14|155|
Gabriel Ribera Ribas|7682 8291 8928 5456|11/10|05/14|222|
Luisa Poza San Martin|3796 2509 8737 1519|03/09|01/13|482|
Jack Avila Linus|1403 8674 1188 4845|11/09|09/13|418|
Alberto Ribas Gracia|1467 4864 8089 6276|10/10|08/14|681|
Jose Pomares Torres|6943 5111 4760 4214|04/09|04/14|789|
Restituta Vallejo Padro|1525 6981 6278 8431|09/10|06/13|259|
Camilo Sparrow Lopez|4359 5878 7549 6794|11/09|01/14|561|
Jose Lobo Reyes|8683 3530 7222 5409|06/10|08/13|748|
Jose Linus Punset|4234 0511 2100 4939|03/10|09/13|613|
Alberto Reyes Garau|5391 9606 3479 1246|01/10|01/14|063|
Eva Argudo Poza|9216 7648 6527 5974|05/10|02/14|293|
Margarita Moreno Gracia|6259 3055 0173 5387|11/10|01/14|870|
Camilo Ribas Dans|1416 6825 1795 3698|02/10|10/14|418|
Blas Linus Marques|6559 1499 9006 9703|11/10|03/13|445|
Jack Locke Argudo|7585 8831 7626 1618|09/09|05/13|410|
John Mojamuto Gibson|5134 1110 0150 9623|10/10|10/13|859|
Hugo Reyes Pomares|8081 3469 7826 9405|07/10|10/14|790|
Luis Moss Gibson|9693 3392 4535 3837|03/10|04/13|789|
Luis Linus Avila|6846 6550 3785 1836|07/10|02/13|783|
Emiliano Locke Vallejo|3107 4725 2867 1919|11/09|02/13|547|
Enjuto Linus Torres|6268 5893 1461 7451|08/10|10/13|611|
Armando Gonzalez San Martin|9425 8832 3258 5930|02/10|10/14|159|
Gonzalo Poza Dominguez|3594 7432 0756 6556|08/09|09/14|904|
Kate Morales Cozar|4142 5979 1523 1446|07/10|04/13|035|
Randall Pelaez Garau|2976 4896 3399 0320|07/10|02/13|010|
Emiliano Punset Lobo|4861 2313 5494 7255|10/10|01/13|339|
Sofia Marques Coll|5475 1407 5674 2761|06/09|05/13|221|
John Mas Punset|9548 6106 0754 7059|03/10|08/13|878|
Alberto Dans Pomares|2406 3852 8174 3848|09/09|11/14|088|
Pedro Dominguez Reyes|7051 7372 7459 6117|02/09|09/13|364|
Benjamin Gracia Lobo|5361 2617 8683 3443|06/10|01/13|985|
Blas Dominguez Punset|8374 1136 5782 7774|11/09|07/13|269|
Camilo Coll Lopez|9907 6968 1708 9446|05/10|07/13|914|
Sofia Lopez Garau|7583 1433 1412 2477|11/10|08/14|939|
Armando Dominguez Gracia|7727 3846 8931 4252|02/09|09/13|026|
Eva Punset Morales|8080 1524 7011 6680|01/09|02/13|938|
Gabriel Martinez Locke|5752 3528 0298 4134|08/10|01/14|996|
Enjuto Martinez Gonzalez|8931 8379 8345 7949|08/10|06/14|721|
Kate Moreno Poza|8927 1406 5097 6797|01/10|01/13|750|
Irene Gibson Reyes|1575 5827 5509 5739|08/10|03/14|264|
Margarita Pelaez Gonzalez|8809 5490 6070 2907|10/09|06/14|179|
Restituta Marques Linus|3673 7808 8820 5414|01/10|06/14|337|
Hugo Ribera Poza|2812 0762 4913 5667|11/10|11/14|446|
Enjuto Locke Mas|4320 1119 9902 6342|05/10|08/14|921|
Randall Moss Gibson|2410 8150 5904 4963|10/10|08/14|689|
Petra Dominguez Argudo|6070 8978 8937 9545|03/10|02/13|998|
Camilo San Martin Ribas|8485 3900 9254 9253|02/10|01/13|965|
Benjamin Marques Morales|2533 8200 1986 6155|08/10|07/13|761|
Petra Coll Lobo|8587 4930 1148 9427|01/10|09/14|867|
Gonzalo Pomares Lobo|1447 6410 4428 7048|03/09|09/14|553|
Emiliano Pomares Gibson|8844 8391 5011 6463|08/09|06/13|989|
Petra Cozar Ribas|5182 4436 1832 8559|05/10|05/13|592|
Luis Gracia Garau|5611 1768 5627 6278|02/09|05/14|362|
Alberto Sparrow Mas|3923 3352 8966 1569|11/10|11/13|277|
Luisa Gracia Padro|5029 2078 7765 4887|11/10|06/14|060|
Enjuto Punset Gonzalez|3433 9897 3104 7175|01/09|07/13|841|
Eva Lobo Narvaez|8881 7442 2408 3710|01/09|07/14|704|
Emiliano Moreno Marques|1512 7790 0012 9548|04/09|08/14|587|
Pedro Moreno Narvaez|4747 6317 8544 8283|06/10|10/14|577|
Petra Padro Moss|9269 4158 9794 0082|11/10|08/14|150|
Kate Lobo Gibson|3904 1081 7287 7331|07/10|09/14|079|
Alfredo Coll Pelaez|2141 5851 4355 7230|06/09|07/13|972|
Armando Mas Moss|7231 6780 2070 7120|06/09|11/14|721|
Jack Padro Locke|3742 2027 7057 6914|05/09|09/14|519|
Alberto Pelaez Punset|5392 5475 6193 2403|04/09|08/13|559|
Jose Marques Mas|6302 3635 3030 8362|08/10|06/13|900|
Luis Torres Ribera|7367 4599 3119 8201|11/09|11/13|300|
Benjamin Vallejo Marques|2736 9857 5034 8839|03/09|03/13|066|
Luis Martinez Padro|3261 0177 6757 0201|09/09|03/14|619|
Pedro Punset Vallejo|8268 0672 9632 6427|01/09|03/13|207|
Camilo Cozar Linus|6596 4960 8133 7619|08/10|03/14|356|
Irene Marques Punset|8999 7202 9938 2086|01/09|10/13|587|
Restituta Pomares Lobo|2521 1362 1892 9840|05/09|05/13|747|
Armando Moreno Mojamuto|8537 8739 1990 2086|07/09|09/14|177|
Jose Torres Coll|3655 0083 2322 9419|06/10|06/14|401|
Alfredo Linus Vallejo|9596 7217 8069 8508|02/10|04/14|146|
Alberto Avila Garau|2521 4608 6757 1000|01/09|06/14|258|
Francisco Coll Poza|9280 9122 2837 8773|10/10|04/14|738|
John Martinez Locke|9682 1770 5191 0613|10/10|10/14|768|
Jose Ribera Gibson|3322 2742 1586 3079|06/09|06/14|099|
Jose Argudo Padro|9545 8054 0000 0666|05/09|08/14|147|
Armando Argudo Morales|8324 9325 4576 3512|01/10|01/14|156|
Clodoveo Lobo Morales|8855 7629 8695 7288|07/09|01/13|601|
Gabriel Torres Pomares|1904 2517 2721 8122|03/10|10/14|670|
Francisco Morales Martinez|4701 7781 9033 3069|06/09|09/14|311|
Kate Martinez Gonzalez|8187 8853 3925 4302|01/10|01/13|817|
Petra Torres Cozar|7508 1021 3808 0094|05/09|03/14|292|
Restituta Martinez Sparrow|5595 2885 6726 9259|07/10|11/14|689|
Blas Gonzalez Ribas|7257 5381 5312 0054|08/10|04/14|453|
Enjuto Padro Locke|5800 8869 2386 2689|03/10|05/13|676|
Camilo Gracia Gibson|3712 8014 1913 5905|11/09|05/13|977|
Gonzalo Gibson Moreno|3309 3403 8172 3636|10/10|11/13|949|
Camilo Mojamuto Ribera|6871 6131 4955 1977|04/09|06/14|014|
Camilo Sparrow Vallejo|7293 7348 2036 4595|01/10|03/13|197|
Enjuto San Martin Marques|5082 7771 7456 7333|07/10|09/13|269|
John Moreno Ribas|1983 7888 4259 2948|07/09|06/14|006|
Benjamin Locke Pelaez|3858 7495 0794 3979|09/09|01/13|567|
Kate Locke Poza|7022 9000 6612 7424|11/10|11/13|206|
Margarita Pomares Pelaez|1562 6157 8446 4479|11/09|08/14|951|
Camilo Lobo Narvaez|7690 5025 7087 2988|11/09|04/13|023|
Camilo Pomares Morales|8968 1917 0309 7854|10/10|05/13|470|
Eva Ribera Gibson|9401 3382 8045 7788|11/09|01/14|859|
John Dans Mas|3306 0731 7426 6794|04/09|04/13|668|
Armando Mojamuto Coll|7867 2347 3652 2949|07/09|06/14|941|
Margarita Lopez Dans|2762 5751 9063 7256|09/10|04/13|566|
Alfredo Punset Gonzalez|2486 0341 0177 0031|09/09|06/14|217|
Alberto Locke Moreno|9849 7639 0664 3686|02/09|03/14|180|
Eva Moreno Mojamuto|9762 6557 5507 1417|03/09|04/13|233|
Pedro Garau Lopez|9163 2113 6634 3984|10/10|02/13|550|
Eva Ribera Gonzalez|4923 2181 5254 2699|06/10|09/13|585|
Pedro Mas Martinez|0856 0888 1764 2956|09/10|05/14|067|
Margarita Argudo Padro|2587 6274 4644 6616|07/09|06/13|192|
Hugo Pelaez Ribas|4070 5488 9117 7859|05/10|01/14|855|
Camilo Linus Sparrow|7882 1868 4058 9134|09/09|07/13|124|
Margarita Reyes Coll|0901 3601 6458 4241|03/09|06/13|564|
